Cost_per_person,Currency,Price_range,Country_Code
400,INR,3,1
300,INR,2,1
400,INR,3,1
500,INR,3,1
650,INR,3,1
400,INR,3,1
150,INR,1,1
400,INR,3,1
300,INR,2,1
350,INR,2,1
300,INR,2,1
500,INR,3,1
225,INR,2,1
350,INR,3,1
325,INR,3,1
150,INR,2,1
150,INR,2,1
225,INR,2,1
0,INR,1,1
225,INR,2,1
75,INR,1,1
400,INR,3,1
200,INR,2,1
300,INR,3,1
175,INR,2,1
300,INR,3,1
300,INR,3,1
550,INR,4,1
500,INR,4,1
250,INR,3,1
0,INR,1,1
350,INR,3,1
300,INR,2,1
300,INR,2,1
150,INR,1,1
650,INR,3,1
850,INR,4,1
150,INR,1,1
800,INR,4,1
500,INR,3,1
225,INR,2,1
300,INR,2,1
300,INR,2,1
250,INR,2,1
250,INR,2,1
300,INR,2,1
225,INR,2,1
300,INR,2,1
200,INR,2,1
300,INR,2,1
750,INR,4,1
700,INR,3,1
75000,IDR,3,94
35000,IDR,2,94
125000,IDR,3,94
100000,IDR,3,94
82500,IDR,3,94
100000,IDR,3,94
100000,IDR,3,94
400000,IDR,3,94
400000,IDR,3,94
125000,IDR,3,94
100000,IDR,3,94
250000,IDR,3,94
150000,IDR,3,94
225000,IDR,3,94
60000,IDR,3,94
100000,IDR,3,94
50000,IDR,3,94
50000,IDR,3,94
175000,IDR,3,94
150000,IDR,3,94
100000,IDR,3,94
20,NZD,2,148
10,NZD,1,148
25,NZD,3,148
32.5,NZD,3,148
45,NZD,4,148
30,NZD,3,148
12.5,NZD,1,148
22.5,NZD,3,148
45,NZD,4,148
50,NZD,4,148
25,NZD,3,148
17.5,NZD,2,148
30,NZD,3,148
45,NZD,4,148
35,NZD,4,148
25,NZD,3,148
27.5,NZD,3,148
30,NZD,3,148
95,NZD,4,148
60,NZD,4,148
25,NZD,3,148
30,NZD,3,148
12.5,NZD,1,148
35,NZD,4,148
25,NZD,3,148
27.5,NZD,3,148
25,NZD,3,148
50,NZD,4,148
25,NZD,3,148
25,NZD,3,148
20,NZD,2,148
52.5,NZD,4,148
100,NZD,4,148
25,NZD,3,148
40,NZD,4,148
20,NZD,2,148
40,NZD,4,148
35,NZD,4,148
55,NZD,4,148
45,NZD,4,148
5,GBP,1,215
7.5,GBP,1,215
30,GBP,3,215
15,GBP,2,215
17.5,GBP,2,215
25,GBP,3,215
20,GBP,3,215
22.5,GBP,3,215
60,GBP,4,215
10,GBP,2,215
25,GBP,3,215
15,GBP,2,215
15,GBP,2,215
40,GBP,4,215
10,GBP,2,215
22.5,GBP,3,215
7.5,GBP,1,215
10,GBP,2,215
22.5,GBP,3,215
10,GBP,2,215
15,GBP,3,215
15,GBP,3,215
17.5,GBP,3,215
22.5,GBP,3,215
45,GBP,4,215
15,GBP,3,215
25,GBP,4,215
20,GBP,3,215
20,GBP,3,215
10,GBP,2,215
12.5,GBP,2,215
17.5,GBP,3,215
15,GBP,3,215
17.5,GBP,3,215
7.5,GBP,2,215
12.5,GBP,2,215
50,GBP,4,215
10,GBP,2,215
10,GBP,2,215
27.5,GBP,4,215
40,GBP,4,215
22.5,GBP,3,215
17.5,GBP,2,215
27.5,GBP,3,215
27.5,GBP,3,215
45,GBP,4,215
30,GBP,3,215
115,GBP,4,215
50,GBP,4,215
15,GBP,2,215
20,GBP,3,215
10,GBP,2,215
15,GBP,2,215
60,GBP,4,215
50,GBP,4,215
22.5,GBP,3,215
15,GBP,2,215
17.5,GBP,2,215
25,GBP,3,215
20,GBP,3,215
15,GBP,2,215
10,GBP,2,215
42.5,GBP,4,215
27.5,GBP,3,215
17.5,GBP,2,215
25,GBP,3,215
35,GBP,4,215
25,GBP,3,215
20,GBP,3,215
15,GBP,2,215
22.5,GBP,3,215
7.5,GBP,1,215
25,GBP,3,215
17.5,GBP,2,215
12.5,GBP,2,215
40,GBP,4,215
15,GBP,2,215
12.5,GBP,2,215
27.5,GBP,3,215
80,GBP,4,215
75,QAR,4,166
40,QAR,3,166
150,QAR,4,166
30,QAR,3,166
85,QAR,4,166
50,QAR,3,166
110,QAR,4,166
125,QAR,4,166
55,QAR,3,166
25,QAR,2,166
75,QAR,4,166
250,QAR,4,166
125,QAR,4,166
40,QAR,3,166
125,QAR,4,166
100,QAR,4,166
275,QAR,4,166
222.5,QAR,4,166
200,QAR,4,166
80,QAR,4,166
147,ZAR,3,189
150,ZAR,4,189
180,ZAR,4,189
90,ZAR,2,189
75,ZAR,2,189
125,ZAR,3,189
100,ZAR,3,189
175,ZAR,4,189
125,ZAR,3,189
125,ZAR,3,189
250,ZAR,4,189
125,ZAR,3,189
55,ZAR,2,189
267.5,ZAR,4,189
115,ZAR,3,189
62.5,ZAR,2,189
225,ZAR,4,189
160,ZAR,4,189
135,ZAR,3,189
285,ZAR,4,189
770,ZAR,4,189
350,ZAR,4,189
150,ZAR,4,189
175,ZAR,4,189
175,ZAR,4,189
175,ZAR,4,189
257.5,ZAR,4,189
477.5,ZAR,4,189
225,ZAR,4,189
180,ZAR,4,189
160,ZAR,4,189
195,ZAR,4,189
250,ZAR,4,189
150,ZAR,4,189
150,ZAR,4,189
100,ZAR,3,189
160,ZAR,4,189
300,ZAR,4,189
200,ZAR,4,189
100,ZAR,3,189
205,ZAR,4,189
225,ZAR,4,189
200,ZAR,4,189
125,ZAR,3,189
142.5,ZAR,3,189
125,ZAR,3,189
125,ZAR,3,189
1605,ZAR,4,189
100,ZAR,3,189
225,ZAR,4,189
125,ZAR,3,189
200,ZAR,4,189
125,ZAR,3,189
200,ZAR,4,189
200,ZAR,4,189
272.5,ZAR,4,189
165,ZAR,4,189
150,ZAR,4,189
225,ZAR,4,189
180,ZAR,4,189
1000,LKR,3,191
900,LKR,2,191
1250,LKR,3,191
1000,LKR,3,191
1250,LKR,3,191
1250,LKR,3,191
750,LKR,2,191
2000,LKR,4,191
650,LKR,2,191
1750,LKR,3,191
1000,LKR,3,191
1200,LKR,3,191
500,LKR,2,191
500,LKR,2,191
1500,LKR,3,191
2250,LKR,4,191
1500,LKR,3,191
2000,LKR,4,191
1000,LKR,3,191
500,LKR,2,191
35,TRY,3,208
35,TRY,3,208
50,TRY,3,208
17.5,TRY,2,208
25,TRY,2,208
50,TRY,3,208
30,TRY,3,208
40,TRY,3,208
75,TRY,4,208
200,TRY,4,208
30,TRY,3,208
35,TRY,3,208
20,TRY,2,208
25,TRY,2,208
40,TRY,3,208
50,TRY,3,208
25,TRY,2,208
35,TRY,3,208
35,TRY,3,208
20,TRY,2,208
25,TRY,2,208
15,TRY,2,208
40,TRY,3,208
65,TRY,4,208
37.5,TRY,3,208
40,TRY,3,208
17.5,TRY,2,208
20,TRY,2,208
45,TRY,3,208
40,TRY,3,208
52.5,TRY,3,208
85,TRY,4,208
60,TRY,4,208
27.5,TRY,2,208
